RUTA,PASSENGERS_mean,PASSENGERS_std,PASSENGERS_count,Accessories_mean,Accessories_std,Accessories_min,Accessories_max,Alcohol_mean,Alcohol_std,Alcohol_min,Alcohol_max,Cold Drink_mean,Cold Drink_std,Cold Drink_min,Cold Drink_max,Confectionery_mean,Confectionery_std,Confectionery_min,Confectionery_max,Fresh Food_mean,Fresh Food_std,Fresh Food_min,Fresh Food_max,Gents Fragrance_mean,Gents Fragrance_std,Gents Fragrance_min,Gents Fragrance_max,Hot Drink_mean,Hot Drink_std,Hot Drink_min,Hot Drink_max,Hot Food_mean,Hot Food_std,Hot Food_min,Hot Food_max,Ladies Fragrance_mean,Ladies Fragrance_std,Ladies Fragrance_min,Ladies Fragrance_max,Logo_mean,Logo_std,Logo_min,Logo_max,Savoury Snacks_mean,Savoury Snacks_std,Savoury Snacks_min,Savoury Snacks_max,Skincare & Make-up_mean,Skincare & Make-up_std,Skincare & Make-up_min,Skincare & Make-up_max,Sweet Snacks_mean,Sweet Snacks_std,Sweet Snacks_min,Sweet Snacks_max,Tobacco_mean,Tobacco_std,Tobacco_min,Tobacco_max,Tobacco._mean,Tobacco._std,Tobacco._min,Tobacco._max
IBZ-LIS,88.0,15.556349186104045,2,0.0,0.0,0.0,0.0,1.5,0.7071067811865476,1.0,2.0,4.0,2.8284271247461903,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4142135623730951,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.8284271247461903,0.0,4.0,0.0,0.0,0.0,0.0,0.5,0.7071067811865476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBZ-MAD,123.95833333333333,37.06827582757433,120,0.0,0.0,0.0,0.0,1.0166666666666666,1.270104431181327,0.0,6.0,1.5083333333333333,1.5556664292886464,0.0,6.0,0.0,0.0,0.0,0.0,0.15,0.5446454401371453,0.0,3.0,0.0,0.0,0.0,0.0,0.43333333333333335,0.7186978576872602,0.0,3.0,0.19166666666666668,0.47271490747965783,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2666666666666666,1.6588612745770264,0.0,8.0,0.0,0.0,0.0,0.0,0.325,0.6103105697893808,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JED-PMI,322.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
JFK-BRU,226.375,65.11413057086766,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JFK-MAD,282.53333333333336,31.389360522683294,30,0.0,0.0,0.0,0.0,0.5666666666666667,1.1943352886058403,0.0,5.0,1.4666666666666666,1.224275530553741,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.3457459036417604,0.0,1.0,0.1,0.40257789993644877,0.0,2.0,0.03333333333333333,0.18257418583505536,0.0,1.0,0.2,0.5508613944197479,0.0,2.0,2.8,1.7100110909097874,0.0,6.0,0.7,1.149212624004981,0.0,4.0,0.26666666666666666,0.6914918072835208,0.0,3.0,0.5333333333333333,1.252124631158585,0.0,6.0,0.36666666666666664,0.7648904962570575,0.0,3.0,0.06666666666666667,0.25370813170246237,0.0,1.0
JFK-MXP,231.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
KRK-MAD,1.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
LCG-MAD,143.00842105263158,28.297469222163677,475,0.0,0.0,0.0,0.0,0.4884210526315789,1.0953356380093748,0.0,10.0,0.9157894736842105,1.478846325172248,0.0,16.0,0.0,0.0,0.0,0.0,0.11157894736842106,0.4753109481656686,0.0,6.0,0.0,0.0,0.0,0.0,0.30105263157894735,0.6330381396516392,0.0,4.0,0.07578947368421053,0.3414772417600003,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4463157894736842,0.9450973345622028,0.0,6.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.47546977599384094,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEI-MAD,16.333333333333332,10.96965511460289,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGW-LGW,74.0,108.89444430272832,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGW-LIS,110.51020408163265,31.69154053523748,196,0.0,0.0,0.0,0.0,5.887755102040816,7.332236728816778,0.0,58.0,5.744897959183674,4.719433309070597,0.0,42.0,0.0,0.0,0.0,0.0,2.127551020408163,1.8170294502359048,0.0,14.0,0.0,0.0,0.0,0.0,3.2448979591836733,2.460190630469969,0.0,12.0,0.7295918367346939,1.3599931510893513,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.255102040816326,4.078237991797365,0.0,28.0,0.0,0.0,0.0,0.0,2.443877551020408,2.8051076610457506,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGW-MAD,151.89958158995816,23.248166997244326,239,0.0,0.0,0.0,0.0,3.6234309623430963,3.5433146819524546,0.0,22.0,5.485355648535565,3.297375289765194,0.0,19.0,0.0,0.0,0.0,0.0,2.071129707112971,2.1768364168274994,0.0,14.0,0.0,0.0,0.0,0.0,2.9497907949790796,2.2985175068201253,0.0,15.0,0.7071129707112971,1.0114842824139927,0.0,5.0,0.0,0.0,0.0,0.0,0.02510460251046025,0.3881077364118904,0.0,6.0,4.100418410041841,3.3416080503273564,0.0,22.0,0.0,0.0,0.0,0.0,2.0543933054393304,2.1146675514284135,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGW-OPO,108.85393258426966,36.995052520588196,178,0.0,0.0,0.0,0.0,3.898876404494382,5.475254953835173,0.0,30.0,4.617977528089888,4.333565273177882,0.0,24.0,0.0,0.0,0.0,0.0,1.2584269662921348,1.6331875172151402,0.0,10.0,0.0,0.0,0.0,0.0,2.8146067415730336,2.837284074237263,0.0,18.0,0.4157303370786517,0.9182270901133144,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.168539325842697,4.184274988144403,0.0,30.0,0.0,0.0,0.0,0.0,1.7640449438202248,2.0475835111801364,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHR-LHR,-3.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
LHR-LIS,144.6676646706587,41.12944828923726,668,0.0,0.0,0.0,0.0,6.037425149700598,9.010909960028034,0.0,138.0,6.291916167664671,4.6023389443932246,0.0,42.0,0.0,0.0,0.0,0.0,1.970059880239521,2.507380768301568,0.0,36.0,0.0,0.0,0.0,0.0,3.2604790419161676,2.3490968141264017,0.0,21.0,0.8338323353293413,1.214946515824535,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74251497005988,5.3503509917021566,0.0,52.0,0.0,0.0,0.0,0.0,2.805389221556886,2.355478032125047,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIM-MAD,330.7,23.74818878542604,120,0.325,0.6879820693383605,0.0,4.0,3.058333333333333,2.5677241446294743,0.0,13.0,8.066666666666666,3.596761693227833,0.0,17.0,0.4083333333333333,0.586913781670567,0.0,2.0,3.716666666666667,2.212201965240517,0.0,11.0,0.44166666666666665,0.753655888903916,0.0,4.0,2.808333333333333,2.0428018052875987,0.0,9.0,2.1333333333333333,1.6598741135487147,0.0,8.0,0.48333333333333334,0.8980214791589414,0.0,6.0,5.583333333333333,2.9664321815870296,0.0,16.0,9.241666666666667,4.670659056536772,0.0,24.0,0.575,1.0180100872855464,0.0,6.0,6.05,3.995480640200688,0.0,31.0,0.55,0.7316379689758171,0.0,3.0,0.06666666666666667,0.2504897164340597,0.0,1.0
LIS-AMS,144.06876790830947,21.20902740798196,349,0.0,0.0,0.0,0.0,5.237822349570201,5.167109939731221,0.0,56.0,9.114613180515759,5.7683777956236675,0.0,56.0,0.0,0.0,0.0,0.0,4.226361031518625,2.8703385391015828,0.0,24.0,0.0,0.0,0.0,0.0,4.435530085959885,2.9661884996284154,0.0,30.0,1.3495702005730659,1.7918657485198597,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.681948424068768,6.117079977988059,0.0,64.0,0.0,0.0,0.0,0.0,3.650429799426934,2.964033654396792,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-ARN,143.67521367521368,19.649878941378876,117,0.0,0.0,0.0,0.0,7.863247863247863,7.2740753446103845,0.0,46.0,11.23076923076923,4.769487457796651,0.0,30.0,0.0,0.0,0.0,0.0,6.410256410256411,2.9453465522748505,0.0,22.0,0.0,0.0,0.0,0.0,5.777777777777778,2.5734423179827983,0.0,18.0,1.8547008547008548,2.06056971225217,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.803418803418804,6.794063478938821,0.0,44.0,0.0,0.0,0.0,0.0,4.965811965811966,2.7289369659884675,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-BCN,124.16690647482014,32.10045110083977,695,0.0,0.0,0.0,0.0,1.5237410071942445,2.119403385607388,0.0,20.0,2.9107913669064747,2.453741794987229,0.0,16.0,0.0,0.0,0.0,0.0,1.1928057553956835,1.2973948785393745,0.0,7.0,0.0,0.0,0.0,0.0,1.4820143884892085,1.5000120940223864,0.0,8.0,0.32661870503597124,0.7731606917512129,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3553956834532372,2.5619745588196174,0.0,18.0,0.0,0.0,0.0,0.0,0.9553956834532374,1.2227533454402715,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-BER,140.6069868995633,34.452906379385034,229,0.0,0.0,0.0,0.0,4.135371179039302,5.124247267549672,0.0,48.0,7.5196506550218345,4.864461876827389,0.0,39.0,0.0,0.0,0.0,0.0,3.445414847161572,2.250309613775128,0.0,16.0,0.0,0.0,0.0,0.0,4.275109170305677,2.3486354028612935,0.0,15.0,1.2489082969432315,1.7024392034823634,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.331877729257642,4.557034899219403,0.0,30.0,0.0,0.0,0.0,0.0,2.6244541484716155,2.18216761779264,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-BIO,76.40178571428571,20.70707753029286,112,0.0,0.0,0.0,0.0,0.008928571428571428,0.0944911182523068,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.0944911182523068,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.1889822365046136,0.0,2.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.0944911182523068,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-BLQ,104.6413043478261,26.65225039330138,92,0.0,0.0,0.0,0.0,1.4565217391304348,2.269787439717702,0.0,12.0,4.315217391304348,4.638418989424356,0.0,30.0,0.0,0.0,0.0,0.0,2.717391304347826,2.864431696532382,0.0,16.0,0.0,0.0,0.0,0.0,2.75,2.0575510889201474,0.0,12.0,0.42391304347826086,1.5635525599544413,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.967391304347826,6.086286308744559,0.0,38.0,0.0,0.0,0.0,0.0,1.826086956521739,1.9192987252512503,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-BRU,133.17866666666666,22.9422099680364,375,0.0,0.0,0.0,0.0,4.072,4.511736329383885,0.0,48.0,7.802666666666667,5.342143347353386,0.0,57.0,0.0,0.0,0.0,0.0,3.3253333333333335,2.983156518924087,0.0,26.0,0.0,0.0,0.0,0.0,3.272,2.418874091733127,0.0,18.0,0.9253333333333333,1.4950089275334233,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.581333333333333,5.321550710158113,0.0,63.0,0.0,0.0,0.0,0.0,2.6,2.2845680854153576,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-CMN,70.96644295302013,29.783320224804978,149,0.0,0.0,0.0,0.0,0.053691275167785234,0.4469904603149291,0.0,5.0,0.10738255033557047,0.7546337898083275,0.0,6.0,0.0,0.0,0.0,0.0,0.03355704697986577,0.29445569075541367,0.0,3.0,0.0,0.0,0.0,0.0,0.040268456375838924,0.3048968507649512,0.0,3.0,0.020134228187919462,0.18269005866968066,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08053691275167785,0.6421751310710189,0.0,7.0,0.0,0.0,0.0,0.0,0.013422818791946308,0.11546481745700334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-CPH,146.6095238095238,26.310801623455124,210,0.0,0.0,0.0,0.0,6.695238095238095,7.886301865898417,0.0,71.0,10.60952380952381,7.3465094248286,0.0,80.0,0.0,0.0,0.0,0.0,5.119047619047619,3.669363535233655,0.0,36.0,0.0,0.0,0.0,0.0,4.4,2.581123971632861,0.0,20.0,1.5571428571428572,2.156346242663773,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.733333333333333,7.575794577262109,0.0,64.0,0.0,0.0,0.0,0.0,3.8333333333333335,3.4399612400917152,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-DUB,100.82894736842105,20.26436825843621,228,0.0,0.0,0.0,0.0,3.232456140350877,3.9393417374047464,0.0,32.0,5.12719298245614,3.6045195586842538,0.0,18.0,0.0,0.0,0.0,0.0,2.6140350877192984,1.7560908324967957,0.0,8.0,0.0,0.0,0.0,0.0,2.8201754385964914,1.9863268216014869,0.0,14.0,0.9429824561403509,1.172855192961013,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2631578947368425,3.533483964375851,0.0,18.0,0.0,0.0,0.0,0.0,2.56140350877193,2.024236790833049,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-DUS,93.61827956989248,27.88624555364481,186,0.0,0.0,0.0,0.0,2.1666666666666665,3.1086916804282736,0.0,24.0,4.612903225806452,3.122827056213098,0.0,24.0,0.0,0.0,0.0,0.0,2.413978494623656,1.8382183735139324,0.0,12.0,0.0,0.0,0.0,0.0,3.338709677419355,2.284686140042092,0.0,18.0,0.553763440860215,0.9003373709755268,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6774193548387095,2.6351523483219355,0.0,16.0,0.0,0.0,0.0,0.0,2.053763440860215,1.873661490658097,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-FAO,71.66666666666667,66.3802179367719,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-FCO,141.83826429980277,34.61501244127255,507,0.0,0.0,0.0,0.0,2.7909270216962523,6.550780399501249,0.0,120.0,6.236686390532545,6.7149172667634875,0.0,96.0,0.0,0.0,0.0,0.0,3.3767258382642997,4.687264168484756,0.0,90.0,0.0,0.0,0.0,0.0,2.6942800788954635,2.374774136224459,0.0,30.0,1.1005917159763314,2.270218696472361,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.234714003944773,10.462153610468194,0.0,180.0,0.0,0.0,0.0,0.0,2.4319526627218937,4.036983760083471,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-FLR,75.6953125,17.306208705088885,128,0.0,0.0,0.0,0.0,1.421875,1.9586648795126285,0.0,8.0,2.84375,2.466906954317459,0.0,12.0,0.0,0.0,0.0,0.0,1.609375,1.642134078176523,0.0,10.0,0.0,0.0,0.0,0.0,2.3828125,1.7439257630212173,0.0,9.0,0.390625,0.8155417020094896,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8125,3.0732526563502356,0.0,19.0,0.0,0.0,0.0,0.0,1.2109375,1.4935680670348244,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-FNC,135.94215795328142,49.07420171719477,899,0.0,0.0,0.0,0.0,1.92880978865406,2.4393406650692353,0.0,22.0,2.956618464961068,2.671992016539634,0.0,20.0,0.0,0.0,0.0,0.0,1.2558398220244715,1.536909243681037,0.0,16.0,0.0,0.0,0.0,0.0,1.8598442714126808,1.727654143590129,0.0,11.0,0.25917686318131256,0.6372020819045305,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.242491657397108,2.557389576540855,0.0,24.0,0.0,0.0,0.0,0.0,1.139043381535039,1.4854976659314834,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-FRA,138.40462427745663,29.21312751373577,346,0.0,0.0,0.0,0.0,4.167630057803469,4.669443518545972,0.0,56.0,6.719653179190751,4.791842814672253,0.0,56.0,0.0,0.0,0.0,0.0,3.0895953757225434,3.41277333920525,0.0,56.0,0.0,0.0,0.0,0.0,3.086705202312139,2.072175111459591,0.0,12.0,1.0346820809248556,1.3161029595300562,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.635838150289017,4.5371623663856395,0.0,56.0,0.0,0.0,0.0,0.0,2.3554913294797686,4.172120917027863,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-GVA,133.50857142857143,35.73034451895624,350,0.0,0.0,0.0,0.0,3.577142857142857,3.3716401690260627,0.0,24.0,7.9714285714285715,4.679319338532123,0.0,30.0,0.0,0.0,0.0,0.0,4.071428571428571,2.939316668982213,0.0,27.0,0.0,0.0,0.0,0.0,3.645714285714286,2.2135740210769406,0.0,18.0,0.9457142857142857,1.3456590203077952,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.611428571428571,5.5569864350985245,0.0,36.0,0.0,0.0,0.0,0.0,3.3714285714285714,2.5947457851831564,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-HAM,91.07317073170732,18.509391156264687,205,0.0,0.0,0.0,0.0,2.9658536585365853,3.2605492256656707,0.0,21.0,5.439024390243903,3.5372581361771185,0.0,24.0,0.0,0.0,0.0,0.0,2.84390243902439,2.4283909766619614,0.0,20.0,0.0,0.0,0.0,0.0,3.2243902439024392,1.759676397362244,0.0,9.0,0.8829268292682927,1.3083259845599269,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7121951219512197,3.594671650577599,0.0,24.0,0.0,0.0,0.0,0.0,1.897560975609756,1.719052378731542,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-IBZ,88.0,1.4142135623730951,2,0.0,0.0,0.0,0.0,9.0,1.4142135623730951,8.0,10.0,6.5,4.949747468305833,3.0,10.0,0.0,0.0,0.0,0.0,3.0,4.242640687119285,0.0,6.0,0.0,0.0,0.0,0.0,3.5,0.7071067811865476,3.0,4.0,2.0,2.8284271247461903,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.242640687119285,3.0,9.0,0.0,0.0,0.0,0.0,1.0,1.4142135623730951,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-LGW,108.0,31.732442652066155,193,0.0,0.0,0.0,0.0,3.2642487046632125,4.4414731720256775,0.0,24.0,5.274611398963731,4.457230546547678,0.0,28.0,0.0,0.0,0.0,0.0,3.0673575129533677,2.727296769402586,0.0,18.0,0.0,0.0,0.0,0.0,3.922279792746114,2.356102666582031,0.0,18.0,0.7616580310880829,1.1204451064710188,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.455958549222798,4.455728784191526,0.0,22.0,0.0,0.0,0.0,0.0,2.6580310880829017,2.2423830002615146,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-LHR,149.23731343283583,39.174464456037015,670,0.0,0.0,0.0,0.0,5.414925373134328,4.765761474402057,0.0,36.0,8.565671641791045,4.869693723662078,0.0,48.0,0.0,0.0,0.0,0.0,3.908955223880597,2.3661306795295425,0.0,18.0,0.0,0.0,0.0,0.0,4.082089552238806,2.450857839089063,0.0,28.0,1.319402985074627,1.8724849644240311,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.486567164179105,6.302937733506717,0.0,84.0,0.0,0.0,0.0,0.0,3.6313432835820896,2.5784961582352697,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-LIS,42.93457943925234,62.57030325630212,107,0.0,0.0,0.0,0.0,0.2336448598130841,0.9474836509998513,0.0,7.0,0.897196261682243,4.393250782990887,0.0,39.0,0.0,0.0,0.0,0.0,0.2803738317757009,1.227010422087986,0.0,10.0,0.0,0.0,0.0,0.0,0.29906542056074764,1.7057889961696202,0.0,13.0,0.2336448598130841,1.6573418092492553,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691588785046729,4.095750471812177,0.0,31.0,0.0,0.0,0.0,0.0,0.3364485981308411,1.6249465897384852,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-LPA,90.05263157894737,31.773990403558276,57,0.0,0.0,0.0,0.0,2.8596491228070176,2.4816368193710674,0.0,12.0,4.912280701754386,3.5920582129906786,0.0,18.0,0.0,0.0,0.0,0.0,2.736842105263158,2.0747316159434903,0.0,9.0,0.0,0.0,0.0,0.0,2.3508771929824563,1.6419851668698322,0.0,7.0,0.631578947368421,1.33137387347711,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.473684210526316,3.7086061260932306,0.0,22.0,0.0,0.0,0.0,0.0,2.0,1.6475089420958282,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-LUX,135.30578512396696,26.611038741847523,121,0.0,0.0,0.0,0.0,3.56198347107438,4.29125576411589,0.0,20.0,8.066115702479339,4.907028186166727,0.0,28.0,0.0,0.0,0.0,0.0,4.628099173553719,3.082564493526342,0.0,16.0,0.0,0.0,0.0,0.0,4.297520661157025,2.347497348593368,0.0,14.0,1.0743801652892562,1.3488593283227517,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.239669421487603,5.9972560300363345,0.0,36.0,0.0,0.0,0.0,0.0,3.512396694214876,2.5037162461673477,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-LYS,82.49484536082474,17.978181198295914,194,0.0,0.0,0.0,0.0,0.7783505154639175,1.2946063321561505,0.0,10.0,2.4742268041237114,2.1979396075055266,0.0,10.0,0.0,0.0,0.0,0.0,1.1134020618556701,1.2622562959556451,0.0,7.0,0.0,0.0,0.0,0.0,1.943298969072165,1.722115051941445,0.0,10.0,0.26288659793814434,0.8066844556005384,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.634020618556701,2.052441316356116,0.0,15.0,0.0,0.0,0.0,0.0,1.3556701030927836,1.571209169174631,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-MAD,143.96311475409837,21.25011588641302,488,0.0,0.0,0.0,0.0,0.6168032786885246,1.1149002157123251,0.0,7.0,1.6290983606557377,1.7038829933984254,0.0,8.0,0.0,0.0,0.0,0.0,0.32172131147540983,0.9932934805989269,0.0,14.0,0.0,0.0,0.0,0.0,0.7397540983606558,1.0761067274647407,0.0,6.0,0.27049180327868855,0.6539959025787242,0.0,5.0,0.0,0.0,0.0,0.0,0.012295081967213115,0.2716072381275556,0.0,6.0,1.040983606557377,1.6420928249421822,0.0,19.0,0.0,0.0,0.0,0.0,0.41188524590163933,0.8671640217416917,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-MAN,103.3974358974359,28.24333880636898,156,0.0,0.0,0.0,0.0,5.538461538461538,6.214846548215491,0.0,39.0,7.814102564102564,4.991353151820349,0.0,28.0,0.0,0.0,0.0,0.0,3.6153846153846154,2.2617764598523946,0.0,12.0,0.0,0.0,0.0,0.0,5.121794871794871,3.39134181973686,0.0,32.0,0.7628205128205128,1.107814934394203,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.044871794871795,4.850464492181034,0.0,28.0,0.0,0.0,0.0,0.0,3.75,2.546661318465363,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
